job_execution_id	job_data_raw_id	assay_id	target_id	molecule_id	cs_id	relation	standard_units	standard_value	activity_type	inchi	inchikey	smiles	ro5violations	target_organism	pmid	full_mwt	compound_pref_label	assay_description	target_title	
15	171065	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2078553	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL112570	http://ops.rsc.org/OPS1459567			null	Activity	InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1	HVYWMOMLDIMFJA-DPAQBDIFSA-N	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C	1.000	Homo sapiens	http://identifiers.org/pubmed/12668685	386.654		TP_TRANSPORTER: ATPase assay in membrane vesicle from BCRP-expressing Lactococcus lactis cells	ATP-binding cassette sub-family G member 2	
15	170945	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2078552	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL243664	http://ops.rsc.org/OPS1629954			null	Activity	InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3	DANYIYRPLHHOCZ-UHFFFAOYSA-N	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15205350	284.264		TP_TRANSPORTER: drug resistance (Mitoxantrone) in BCRP-expressing K562 cells	ATP-binding cassette sub-family G member 2	
15	170968	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076840	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL410316	http://ops.rsc.org/OPS990633			null	Activity	InChI=1S/C22H25N3O3/c1-12(2)9-18-20-15(14-7-6-13(28-3)10-16(14)23-20)11-19-21(26)24-8-4-5-17(24)22(27)25(18)19/h6-7,9-10,17-19,23H,4-5,8,11H2,1-3H3/t17-,18-,19-/m0/s1	DBEYVIGIPJSTOR-FHWLQOOXSA-N	CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=C(N2)C=C(C=C5)OC)C	0.000	Homo sapiens	http://identifiers.org/pubmed/15102949	379.452		TP_TRANSPORTER: increase in mitoxantrone intracellular accumulation (Mitoxantrone: 100 uM, FTC: 50 uM) in BCRP-expressing MCF-7 cells	ATP-binding cassette sub-family G member 2	
15	171713	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL1743158	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL84	http://ops.rsc.org/OPS1068597			null	Activity	InChI=1S/C23H23N3O5/c1-4-23(30)16-8-18-20-12(9-26(18)21(28)15(16)11-31-22(23)29)7-13-14(10-25(2)3)19(27)6-5-17(13)24-20/h5-8,27,30H,4,9-11H2,1-3H3/t23-/m0/s1	UCFGDBYHRUNTLO-QHCPKHFHSA-N	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O	0.000	Homo sapiens	http://identifiers.org/pubmed/20190787	421.446		Substrates of transporters of clinical importance in the absorption and disposition of drugs, BCRP	ATP-binding cassette sub-family G member 2	
15	171330	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL919515	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL221371	http://ops.rsc.org/OPS1622097	=	%	92.000	Activity	InChI=1S/C18H14O7/c1-22-8-6-11(20)14-12(7-8)24-17-13(15(14)21)9-4-3-5-10(19)16(9)25-18(17)23-2/h3-7,18-20H,1-2H3	AEWYTSRFBZXCNI-UHFFFAOYSA-N	COC1C2=C(C3=C(O1)C(=CC=C3)O)C(=O)C4=C(C=C(C=C4O2)OC)O	0.000	Homo sapiens	http://identifiers.org/pubmed/17341062	342.300		Inhibition of BCRP expressed in human HEK293 cells assessed as maximal mitoxantrone accumulation at 5 uM relative control	ATP-binding cassette sub-family G member 2	
15	170969	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076838	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL44	http://ops.rsc.org/OPS324278			null	Activity	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H	TZBJGXHYKVUXJN-UHFFFAOYSA-N	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15102949	270.237		TP_TRANSPORTER: increase in mitoxantrone intracellular accumulation (Mitoxantrone: 100 uM, Genistein: 50 uM) in BCRP-expressing MCF-7 cells	ATP-binding cassette sub-family G member 2	
15	171015	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2075587	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1642	http://ops.rsc.org/OPS597553			null	Activity	InChI=1S/C29H31N7O.CH4O3S/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36;1-5(2,3)4/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34);1H3,(H,2,3,4)	YLMAHDNUQAMNNX-UHFFFAOYSA-N	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O	null	Homo sapiens	http://identifiers.org/pubmed/15251980	589.708		TP_TRANSPORTER: uptake in BCRP-expressing HEK cells	ATP-binding cassette sub-family G member 2	
15	171007	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076473	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL9352	http://ops.rsc.org/OPS1353356			null	Activity	InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2/t13-/m0/s1	FTVWIRXFELQLPI-ZDUSSCGKSA-N	C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15205350	272.253		TP_TRANSPORTER: inhibition of topotecan uptake (Topotecan: 20 uM) in BCRP-expressing K562 cells	ATP-binding cassette sub-family G member 2	
15	171083	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077540	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL58	http://ops.rsc.org/OPS540527			null	Activity	InChI=1S/C22H28N4O6/c27-11-9-23-5-7-25-13-1-2-14(26-8-6-24-10-12-28)18-17(13)21(31)19-15(29)3-4-16(30)20(19)22(18)32/h1-4,23-30H,5-12H2	KKZJGLLVHKMTCM-UHFFFAOYSA-N	C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO	2.000	Homo sapiens	http://identifiers.org/pubmed/14566825	444.481		TP_TRANSPORTER: drug resistance in BCRP-expressing PA317 cells	ATP-binding cassette sub-family G member 2	
15	170982	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076826	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL410316	http://ops.rsc.org/OPS990633			null	Activity	InChI=1S/C22H25N3O3/c1-12(2)9-18-20-15(14-7-6-13(28-3)10-16(14)23-20)11-19-21(26)24-8-4-5-17(24)22(27)25(18)19/h6-7,9-10,17-19,23H,4-5,8,11H2,1-3H3/t17-,18-,19-/m0/s1	DBEYVIGIPJSTOR-FHWLQOOXSA-N	CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=C(N2)C=C(C=C5)OC)C	0.000	Homo sapiens	http://identifiers.org/pubmed/15102949	379.452		TP_TRANSPORTER: increase in mitoxantrone intracellular accumulation (Mitoxantrone: 20 uM, FTC: 50 uM) in BCRP-expressing NCI-H460 cells	ATP-binding cassette sub-family G member 2	
15	171718	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL1776231	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1775214	http://ops.rsc.org/OPS442646			null	Activity	InChI=1S/C17H14O5/c1-20-13-7-6-10(8-12(13)18)11-9-16(19)22-15-5-3-4-14(21-2)17(11)15/h3-9,18H,1-2H3	KNCCQWCGFMVNTG-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C2=CC(=O)OC3=C2C(=CC=C3)OC)O	0.000	Homo sapiens	http://identifiers.org/pubmed/21488686	298.290		Modulation of BCRP in human HCT116 cells assessed as intracellular accumulation of mitoxantrone at 10 uM after 30 mins by flow-cytometry	ATP-binding cassette sub-family G member 2	
15	171064	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2078553	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL178	http://ops.rsc.org/OPS549344			null	Activity	InChI=1S/C27H29NO10/c1-10-22(30)14(28)7-17(37-10)38-16-9-27(35,11(2)29)8-13-19(16)26(34)21-20(24(13)32)23(31)12-5-4-6-15(36-3)18(12)25(21)33/h4-6,10,14,16-17,22,30,32,34-35H,7-9,28H2,1-3H3/t10-,14-,16-,17-,22+,27-/m0/s1	STQGQHZAVUOBTE-VGBVRHCVSA-N	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O	3.000	Homo sapiens	http://identifiers.org/pubmed/12668685	527.520		TP_TRANSPORTER: ATPase assay in membrane vesicle from BCRP-expressing Lactococcus lactis cells	ATP-binding cassette sub-family G member 2	
15	171692	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL1692728	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL223228	http://ops.rsc.org/OPS1601031			null	Activity	InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)/t13-/m0/s1	XPOQHMRABVBWPR-ZDUSSCGKSA-N	C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F	0.000	Homo sapiens	http://identifiers.org/pubmed/21189339	315.675		Induction of BCRP activity	ATP-binding cassette sub-family G member 2	
15	171082	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077540	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL837	http://ops.rsc.org/OPS1388838			null	Activity	InChI=1S/C22H20N2O5/c1-3-12-13-7-11(25)5-6-17(13)23-19-14(12)9-24-18(19)8-16-15(20(24)26)10-29-21(27)22(16,28)4-2/h5-8,25,28H,3-4,9-10H2,1-2H3/t22-/m0/s1	FJHBVJOVLFPMQE-QFIPXVFZSA-N	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O	0.000	Homo sapiens	http://identifiers.org/pubmed/14566825	392.405		TP_TRANSPORTER: drug resistance in BCRP-expressing PA317 cells	ATP-binding cassette sub-family G member 2	
15	171034	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077075	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2074969	http://ops.rsc.org/OPS983807			null	Activity	InChI=1S/C35H43N11O14/c1-46(15-17-14-38-29-27(39-17)28(36)44-35(37)45-29)18-4-2-16(3-5-18)30(52)43-22(34(59)60)8-12-25(49)41-20(32(55)56)6-10-23(47)40-19(31(53)54)7-11-24(48)42-21(33(57)58)9-13-26(50)51/h2-5,14,19-22H,6-13,15H2,1H3,(H,40,47)(H,41,49)(H,42,48)(H,43,52)(H,50,51)(H,53,54)(H,55,56)(H,57,58)(H,59,60)(H4,36,37,38,44,45)/t19-,20-,21-,22-/m0/s1	UORBZCNWEGKEOP-CMOCDZPBSA-N	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O	3.000	Homo sapiens	http://identifiers.org/pubmed/12874005	841.781		TP_TRANSPORTER: uptake (vesicle) in membrane vesicle from ABCG2-R482-expressing HEK293 cells	ATP-binding cassette sub-family G member 2	
15	171089	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2078552	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL44	http://ops.rsc.org/OPS324278			null	Activity	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H	TZBJGXHYKVUXJN-UHFFFAOYSA-N	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15205350	270.237		TP_TRANSPORTER: drug resistance (Mitoxantrone) in BCRP-expressing K562 cells	ATP-binding cassette sub-family G member 2	
15	171032	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077538	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL178	http://ops.rsc.org/OPS549344			null	Activity	InChI=1S/C27H29NO10/c1-10-22(30)14(28)7-17(37-10)38-16-9-27(35,11(2)29)8-13-19(16)26(34)21-20(24(13)32)23(31)12-5-4-6-15(36-3)18(12)25(21)33/h4-6,10,14,16-17,22,30,32,34-35H,7-9,28H2,1-3H3/t10-,14-,16-,17-,22+,27-/m0/s1	STQGQHZAVUOBTE-VGBVRHCVSA-N	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O	3.000	Homo sapiens	http://identifiers.org/pubmed/14645676	527.520		TP_TRANSPORTER: uptake in BCRP-expressing oocyte cells	ATP-binding cassette sub-family G member 2	
15	170955	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076243	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL90568	http://ops.rsc.org/OPS1458028			null	Activity	InChI=1S/C16H12O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-7,17-19H,1H3	MBNGWHIJMBWFHU-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15205350	300.263		TP_TRANSPORTER: drug resistance (SN-38) in BCRP-expressing K562 cells	ATP-binding cassette sub-family G member 2	
15	170993	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077076	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1614650	http://ops.rsc.org/OPS84403			null	Activity	InChI=1S/C24H22FN3O4/c1-3-24(31)14-6-18-21-12(8-28(18)22(29)13(14)9-32-23(24)30)19-16(26)5-4-11-10(2)15(25)7-17(27-21)20(11)19/h6-7,16,31H,3-5,8-9,26H2,1-2H3/t16-,24-/m0/s1	ZVYVPGLRVWUPMP-FYSMJZIKSA-N	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C5[C@H](CCC6=C5C(=CC(=C6C)F)N=C4C3=C2)N)O	0.000	Homo sapiens	http://identifiers.org/pubmed/11309344	435.448		TP_TRANSPORTER: increase of cytotoxicity by GF120918 in T8 cells	ATP-binding cassette sub-family G member 2	
15	171068	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2075866	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL428690	http://ops.rsc.org/OPS118552			null	Activity	InChI=1S/C21H20ClNO5/c1-23-7-6-12(17(27)10-23)19-14(24)8-15(25)20-16(26)9-18(28-21(19)20)11-4-2-3-5-13(11)22/h2-5,8-9,12,17,24-25,27H,6-7,10H2,1H3/t12-,17+/m0/s1	BIIVYFLTOXDAOV-YVEFUNNKSA-N	CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/12960118	401.840		TP_TRANSPORTER: correlation hBCRPmRNA with flavopiridol induced apoptosis resistance	ATP-binding cassette sub-family G member 2	
